"exp_name";"mse_hist";"mse_sketch"
fixed acidity * volatile acidity;0.000027;0.000959
fixed acidity * volatile acidity;0.003928;0.002015
fixed acidity * volatile acidity;0.000617;0.001759
fixed acidity * volatile acidity;0.000000;0.002033
fixed acidity * volatile acidity;0.001996;0.000726
fixed acidity * volatile acidity;0.002816;0.000439
fixed acidity * volatile acidity;0.000177;0.000029
fixed acidity * volatile acidity;0.001181;0.018491
fixed acidity * volatile acidity;0.000473;0.005761
fixed acidity * volatile acidity;0.004582;0.002729
fixed acidity * volatile acidity;0.000003;0.044369
fixed acidity * volatile acidity;0.000010;0.022067
fixed acidity * volatile acidity;0.000397;0.002979
fixed acidity * volatile acidity;0.000032;0.001836
fixed acidity * volatile acidity;0.001078;0.000353
fixed acidity * volatile acidity;0.000366;0.006093
fixed acidity * volatile acidity;0.000267;0.012460
fixed acidity * volatile acidity;0.003878;0.002888
fixed acidity * volatile acidity;0.000017;0.014459
fixed acidity * volatile acidity;0.000000;0.144842
fixed acidity * volatile acidity;0.000010;0.002344
fixed acidity * volatile acidity;0.000886;0.004581
fixed acidity * volatile acidity;0.003176;0.003307
fixed acidity * volatile acidity;0.000010;0.039763
fixed acidity * volatile acidity;0.000000;0.077478
fixed acidity * volatile acidity;0.005321;0.004114
fixed acidity * volatile acidity;0.002535;0.015890
fixed acidity * volatile acidity;0.000001;0.000146
fixed acidity * volatile acidity;0.000000;0.000042
fixed acidity * volatile acidity;0.000053;0.013589
fixed acidity * volatile acidity;0.005513;0.002554
fixed acidity * volatile acidity;0.000098;0.000598
fixed acidity * volatile acidity;0.000008;0.001373
fixed acidity * volatile acidity;0.001707;0.003949
fixed acidity * volatile acidity;0.000006;0.020692
fixed acidity * volatile acidity;0.000016;0.000190
fixed acidity * volatile acidity;0.000705;0.004100
fixed acidity * volatile acidity;0.003209;0.006038
fixed acidity * volatile acidity;0.000000;0.089070
fixed acidity * volatile acidity;0.001019;0.013310
fixed acidity * volatile acidity;0.000018;0.027277
fixed acidity * volatile acidity;0.004649;0.011501
fixed acidity * volatile acidity;0.000254;0.005888
fixed acidity * volatile acidity;0.000000;0.067632
fixed acidity * volatile acidity;0.003365;0.001385
fixed acidity * volatile acidity;0.000025;0.004638
fixed acidity * citric acid;0.000000;0.018863
fixed acidity * citric acid;0.002016;0.003744
fixed acidity * citric acid;0.000008;0.000001
fixed acidity * citric acid;0.000006;0.006106
fixed acidity * citric acid;0.000001;0.006086
fixed acidity * citric acid;0.000004;0.000000
fixed acidity * citric acid;0.000254;0.003392
fixed acidity * citric acid;0.000000;0.014672
fixed acidity * citric acid;0.000024;0.000021
fixed acidity * citric acid;0.001082;0.001853
fixed acidity * citric acid;0.000001;0.009173
fixed acidity * citric acid;0.000052;0.004067
fixed acidity * citric acid;0.000338;0.003735
fixed acidity * citric acid;0.002156;0.000088
fixed acidity * citric acid;0.000048;0.002982
fixed acidity * citric acid;0.002057;0.000089
fixed acidity * citric acid;0.001072;0.001289
fixed acidity * citric acid;0.000086;0.001995
fixed acidity * citric acid;0.000033;0.000017
fixed acidity * citric acid;0.000566;0.000002
fixed acidity * citric acid;0.000006;0.001717
fixed acidity * citric acid;0.004883;0.000148
fixed acidity * citric acid;0.005682;0.000379
fixed acidity * citric acid;0.000017;0.000087
fixed acidity * citric acid;0.000730;0.001352
fixed acidity * citric acid;0.001948;0.000044
fixed acidity * citric acid;0.000000;0.020670
fixed acidity * citric acid;0.000357;0.006255
fixed acidity * citric acid;0.000401;0.000031
fixed acidity * citric acid;0.004162;0.003508
fixed acidity * citric acid;0.000000;0.022363
fixed acidity * citric acid;0.000101;0.000898
fixed acidity * citric acid;0.005985;0.001073
fixed acidity * citric acid;0.000015;0.014631
fixed acidity * citric acid;0.000714;0.003064
fixed acidity * citric acid;0.000001;0.000664
fixed acidity * citric acid;0.000000;0.000001
fixed acidity * citric acid;0.001144;0.002047
fixed acidity * citric acid;0.000013;0.006175
fixed acidity * citric acid;0.000008;0.000015
fixed acidity * citric acid;0.000109;0.004620
fixed acidity * citric acid;0.000018;0.006334
fixed acidity * citric acid;0.000687;0.000764
fixed acidity * citric acid;0.000000;0.005986
fixed acidity * citric acid;0.001861;0.001356
fixed acidity * citric acid;0.000016;0.000088
fixed acidity * citric acid;0.000020;0.000432
fixed acidity * citric acid;0.000001;0.005219
fixed acidity * citric acid;0.003340;0.001721
fixed acidity * citric acid;0.005161;0.000579
fixed acidity * citric acid;0.000027;0.000113
fixed acidity * citric acid;0.000427;0.000169
fixed acidity * citric acid;0.000623;0.000199
fixed acidity * citric acid;0.000001;0.005525
fixed acidity * citric acid;0.000023;0.008166
fixed acidity * citric acid;0.002353;0.003484
fixed acidity * citric acid;0.000027;0.000154
fixed acidity * citric acid;0.002435;0.003610
fixed acidity * citric acid;0.002244;0.001031
fixed acidity * citric acid;0.002508;0.000758
fixed acidity * citric acid;0.000000;0.016828
fixed acidity * citric acid;0.000000;0.022967
fixed acidity * citric acid;0.000000;0.007594
fixed acidity * citric acid;0.004228;0.003551
fixed acidity * citric acid;0.000000;0.010439
fixed acidity * citric acid;0.000000;0.019012
fixed acidity * citric acid;0.000343;0.006329
fixed acidity * citric acid;0.000020;0.000290
fixed acidity * citric acid;0.000044;0.002536
fixed acidity * citric acid;0.005632;0.003426
fixed acidity * citric acid;0.000077;0.000175
fixed acidity * citric acid;0.001469;0.000003
fixed acidity * citric acid;0.000231;0.000033
fixed acidity * citric acid;0.000000;0.026296
fixed acidity * citric acid;0.000000;0.006598
fixed acidity * citric acid;0.000000;0.000000
fixed acidity * citric acid;0.001307;0.000197
fixed acidity * citric acid;0.000261;0.000763
fixed acidity * citric acid;0.003771;0.002340
fixed acidity * citric acid;0.003807;0.002438
fixed acidity * citric acid;0.000002;0.010941
fixed acidity * citric acid;0.003486;0.000971
fixed acidity * citric acid;0.000002;0.003058
fixed acidity * citric acid;0.001926;0.000423
fixed acidity * citric acid;0.000000;0.044788
fixed acidity * citric acid;0.000029;0.000029
fixed acidity * citric acid;0.000010;0.000028
fixed acidity * citric acid;0.000000;0.021935
fixed acidity * citric acid;0.000185;0.002144
fixed acidity * citric acid;0.000214;0.000046
fixed acidity * citric acid;0.003722;0.000500
fixed acidity * citric acid;0.001050;0.001864
fixed acidity * citric acid;0.000249;0.001790
fixed acidity * citric acid;0.002725;0.001549
fixed acidity * citric acid;0.000384;0.000028
fixed acidity * citric acid;0.000588;0.000668
fixed acidity * citric acid;0.000196;0.000408
fixed acidity * citric acid;0.000003;0.010952
fixed acidity * citric acid;0.001111;0.002358
fixed acidity * citric acid;0.003276;0.001985
fixed acidity * residual sugar;0.000006;0.005137
fixed acidity * residual sugar;0.000000;0.005712
fixed acidity * residual sugar;0.000014;0.000050
fixed acidity * residual sugar;0.000946;0.000903
fixed acidity * residual sugar;0.000004;0.000003
fixed acidity * residual sugar;0.000724;0.000594
fixed acidity * residual sugar;0.000000;0.010149
fixed acidity * residual sugar;0.000034;0.005624
fixed acidity * residual sugar;0.000270;0.000185
fixed acidity * residual sugar;0.000000;0.009316
fixed acidity * residual sugar;0.000166;0.000799
fixed acidity * residual sugar;0.002644;0.000339
fixed acidity * residual sugar;0.000000;0.010390
fixed acidity * residual sugar;0.000569;0.000014
fixed acidity * residual sugar;0.002654;0.000296
fixed acidity * residual sugar;0.011558;0.000000
fixed acidity * residual sugar;0.011577;0.000239
fixed acidity * residual sugar;0.000000;0.012204
fixed acidity * residual sugar;0.000799;0.000508
fixed acidity * residual sugar;0.001025;0.002063
fixed acidity * residual sugar;0.001050;0.000595
fixed acidity * residual sugar;0.000015;0.000097
fixed acidity * residual sugar;0.000000;0.011257
fixed acidity * residual sugar;0.000000;0.002864
fixed acidity * residual sugar;0.000015;0.000053
fixed acidity * residual sugar;0.004771;0.000950
fixed acidity * residual sugar;0.003204;0.000038
fixed acidity * residual sugar;0.033860;0.000381
fixed acidity * residual sugar;0.001191;0.000372
fixed acidity * residual sugar;0.000413;0.000101
fixed acidity * residual sugar;0.005397;0.000740
fixed acidity * residual sugar;0.002255;0.000298
fixed acidity * residual sugar;0.000829;0.000440
fixed acidity * residual sugar;0.001022;0.000030
fixed acidity * residual sugar;0.001368;0.001329
fixed acidity * residual sugar;0.000000;0.008381
fixed acidity * residual sugar;0.001773;0.003285
fixed acidity * residual sugar;0.000320;0.000823
fixed acidity * residual sugar;0.000000;0.003822
fixed acidity * residual sugar;0.000000;0.011634
fixed acidity * residual sugar;0.000000;0.000177
fixed acidity * residual sugar;0.000974;0.000244
fixed acidity * residual sugar;0.000002;0.000002
fixed acidity * residual sugar;0.001046;0.003889
fixed acidity * residual sugar;0.000003;0.000002
fixed acidity * residual sugar;0.008596;0.000004
fixed acidity * residual sugar;0.000021;0.000144
fixed acidity * residual sugar;0.000028;0.004057
fixed acidity * residual sugar;0.000000;0.013957
fixed acidity * residual sugar;0.000000;0.002449
fixed acidity * residual sugar;0.000992;0.003395
fixed acidity * residual sugar;0.000016;0.000109
fixed acidity * residual sugar;0.000000;0.006295
fixed acidity * residual sugar;0.000025;0.000289
fixed acidity * residual sugar;0.003084;0.000413
fixed acidity * residual sugar;0.000236;0.001045
fixed acidity * residual sugar;0.003556;0.000412
fixed acidity * residual sugar;0.000000;0.011609
fixed acidity * residual sugar;0.000000;0.000000
fixed acidity * residual sugar;0.033347;0.000072
fixed acidity * residual sugar;0.000778;0.000519
fixed acidity * residual sugar;0.000709;0.001364
fixed acidity * residual sugar;0.000000;0.016789
fixed acidity * residual sugar;0.000110;0.005651
fixed acidity * residual sugar;0.000000;0.001628
fixed acidity * residual sugar;0.005292;0.000177
fixed acidity * residual sugar;0.003389;0.000213
fixed acidity * residual sugar;0.000000;0.000000
fixed acidity * residual sugar;0.000012;0.000024
fixed acidity * residual sugar;0.000286;0.001010
fixed acidity * residual sugar;0.003038;0.001284
fixed acidity * residual sugar;0.000269;0.000759
fixed acidity * residual sugar;0.000386;0.000556
fixed acidity * residual sugar;0.000265;0.000000
fixed acidity * residual sugar;0.000981;0.000066
fixed acidity * residual sugar;0.003292;0.000097
fixed acidity * residual sugar;0.001207;0.003682
fixed acidity * residual sugar;0.000224;0.001471
fixed acidity * residual sugar;0.000060;0.001703
fixed acidity * residual sugar;0.000002;0.000106
fixed acidity * residual sugar;0.000000;0.003212
fixed acidity * residual sugar;0.000000;0.011667
fixed acidity * residual sugar;0.000000;0.014488
fixed acidity * residual sugar;0.011025;0.000044
fixed acidity * residual sugar;0.001253;0.000080
fixed acidity * residual sugar;0.000624;0.000325
fixed acidity * residual sugar;0.000000;0.000182
fixed acidity * residual sugar;0.000000;0.005221
fixed acidity * residual sugar;0.008495;0.000008
fixed acidity * residual sugar;0.004800;0.000576
fixed acidity * residual sugar;0.004771;0.001754
fixed acidity * residual sugar;0.000000;0.003929
fixed acidity * residual sugar;0.000000;0.005455
fixed acidity * residual sugar;0.000000;0.004426
fixed acidity * residual sugar;0.000003;0.000000
fixed acidity * residual sugar;0.003275;0.000331
fixed acidity * residual sugar;0.000000;0.011148
fixed acidity * residual sugar;0.000000;0.004259
fixed acidity * residual sugar;0.000000;0.004688
fixed acidity * residual sugar;0.033256;0.000009
fixed acidity * chlorides;0.023161;0.000053
fixed acidity * chlorides;0.000021;0.000703
fixed acidity * chlorides;0.000007;0.000002
fixed acidity * chlorides;0.000026;0.000006
fixed acidity * chlorides;0.000445;0.000380
fixed acidity * chlorides;0.000028;0.000018
fixed acidity * chlorides;0.000000;0.000001
fixed acidity * chlorides;0.001677;0.000440
fixed acidity * chlorides;0.003209;0.000016
fixed acidity * chlorides;0.000040;0.000141
fixed acidity * chlorides;0.000017;0.000038
fixed acidity * chlorides;0.000332;0.000118
fixed acidity * chlorides;0.039754;0.000082
fixed acidity * chlorides;0.009726;0.000170
fixed acidity * chlorides;0.003075;0.000456
fixed acidity * chlorides;0.004589;0.000902
fixed acidity * chlorides;0.002742;0.000279
fixed acidity * chlorides;0.001577;0.000229
fixed acidity * chlorides;0.004732;0.000228
fixed acidity * chlorides;0.000000;0.001476
fixed acidity * chlorides;0.000000;0.002479
fixed acidity * chlorides;0.003557;0.000067
fixed acidity * chlorides;0.000001;0.001273
fixed acidity * chlorides;0.001617;0.000301
fixed acidity * chlorides;0.000000;0.002393
fixed acidity * chlorides;0.000000;0.004547
fixed acidity * chlorides;0.000005;0.000017
fixed acidity * chlorides;0.000001;0.001309
fixed acidity * chlorides;0.001519;0.000594
fixed acidity * chlorides;0.000000;0.003147
fixed acidity * chlorides;0.000000;0.002624
fixed acidity * chlorides;0.000000;0.004516
fixed acidity * chlorides;0.000000;0.000751
fixed acidity * chlorides;0.003971;0.000099
fixed acidity * chlorides;0.000000;0.003986
fixed acidity * chlorides;0.000225;0.001110
fixed acidity * chlorides;0.000025;0.001992
fixed acidity * chlorides;0.005440;0.000339
fixed acidity * chlorides;0.003663;0.000003
fixed acidity * chlorides;0.013424;0.000140
fixed acidity * chlorides;0.000004;0.000577
fixed acidity * chlorides;0.001996;0.000153
fixed acidity * chlorides;0.067700;0.000054
fixed acidity * chlorides;0.002521;0.000360
fixed acidity * chlorides;0.000599;0.001483
fixed acidity * chlorides;0.035419;0.000188
fixed acidity * chlorides;0.000000;0.001865
fixed acidity * chlorides;0.000001;0.001345
fixed acidity * chlorides;0.000012;0.000000
fixed acidity * chlorides;0.002198;0.000472
fixed acidity * chlorides;0.000000;0.003893
fixed acidity * chlorides;0.000000;0.001183
fixed acidity * chlorides;0.006426;0.000360
fixed acidity * chlorides;0.010292;0.000004
fixed acidity * chlorides;0.002980;0.000444
fixed acidity * chlorides;0.004479;0.000256
fixed acidity * chlorides;0.001325;0.000288
fixed acidity * chlorides;0.000000;0.003650
fixed acidity * chlorides;0.011560;0.000006
fixed acidity * chlorides;0.000000;0.002880
fixed acidity * chlorides;0.000254;0.000038
fixed acidity * chlorides;0.000000;0.005214
fixed acidity * chlorides;0.000009;0.000008
fixed acidity * chlorides;0.013788;0.000084
fixed acidity * chlorides;0.000028;0.000027
fixed acidity * chlorides;0.000004;0.000000
fixed acidity * chlorides;0.000805;0.001017
fixed acidity * chlorides;0.057933;0.000011
fixed acidity * chlorides;0.000000;0.001121
fixed acidity * chlorides;0.000010;0.000000
fixed acidity * chlorides;0.000080;0.000473
fixed acidity * chlorides;0.000017;0.000021
fixed acidity * chlorides;0.000014;0.002325
fixed acidity * chlorides;0.000000;0.005082
fixed acidity * chlorides;0.000002;0.000000
fixed acidity * chlorides;0.009892;0.000198
fixed acidity * chlorides;0.000000;0.004030
fixed acidity * chlorides;0.000010;0.000110
fixed acidity * chlorides;0.000000;0.001249
fixed acidity * chlorides;0.000022;0.000017
fixed acidity * chlorides;0.001936;0.000054
fixed acidity * chlorides;0.000000;0.003047
fixed acidity * chlorides;0.000000;0.001565
fixed acidity * chlorides;0.000000;0.003050
fixed acidity * chlorides;0.000000;0.004142
fixed acidity * chlorides;0.000000;0.001354
fixed acidity * chlorides;0.000020;0.000024
fixed acidity * chlorides;0.000231;0.000813
fixed acidity * chlorides;0.000000;0.000994
fixed acidity * chlorides;0.000000;0.002848
fixed acidity * chlorides;0.000000;0.001385
fixed acidity * chlorides;0.000002;0.000002
fixed acidity * chlorides;0.008940;0.000265
fixed acidity * chlorides;0.059281;0.000018
fixed acidity * chlorides;0.000000;0.003371
fixed acidity * chlorides;0.000000;0.004597
fixed acidity * chlorides;0.000009;0.000006
fixed acidity * chlorides;0.000000;0.003333
fixed acidity * chlorides;0.005225;0.000005
fixed acidity * chlorides;0.000003;0.000602
fixed acidity * free sulfur dioxide;0.002412;0.001244
fixed acidity * free sulfur dioxide;0.000003;0.001848
fixed acidity * free sulfur dioxide;0.000064;0.000894
fixed acidity * free sulfur dioxide;0.000001;0.000001
fixed acidity * free sulfur dioxide;0.000000;0.004363
fixed acidity * free sulfur dioxide;0.001766;0.001661
fixed acidity * free sulfur dioxide;0.002909;0.000061
fixed acidity * free sulfur dioxide;0.001174;0.001024
fixed acidity * free sulfur dioxide;0.001123;0.000677
fixed acidity * free sulfur dioxide;0.007247;0.000386
fixed acidity * free sulfur dioxide;0.003165;0.000032
fixed acidity * free sulfur dioxide;0.000312;0.000070
fixed acidity * free sulfur dioxide;0.003783;0.000298
fixed acidity * free sulfur dioxide;0.000155;0.000199
fixed acidity * free sulfur dioxide;0.002459;0.001181
fixed acidity * free sulfur dioxide;0.000000;0.003936
fixed acidity * free sulfur dioxide;0.001028;0.001639
fixed acidity * free sulfur dioxide;0.001881;0.000011
fixed acidity * free sulfur dioxide;0.000000;0.012033
fixed acidity * free sulfur dioxide;0.001698;0.000702
fixed acidity * free sulfur dioxide;0.000001;0.005514
fixed acidity * free sulfur dioxide;0.000009;0.000004
fixed acidity * free sulfur dioxide;0.000004;0.000001
fixed acidity * free sulfur dioxide;0.001095;0.000012
fixed acidity * free sulfur dioxide;0.000000;0.007837
fixed acidity * free sulfur dioxide;0.000000;0.008469
fixed acidity * free sulfur dioxide;0.001561;0.000212
fixed acidity * free sulfur dioxide;0.000861;0.000071
fixed acidity * free sulfur dioxide;0.000032;0.001108
fixed acidity * free sulfur dioxide;0.000000;0.011318
fixed acidity * free sulfur dioxide;0.000012;0.000083
fixed acidity * free sulfur dioxide;0.000006;0.001677
fixed acidity * free sulfur dioxide;0.002866;0.000101
fixed acidity * free sulfur dioxide;0.007500;0.000015
fixed acidity * free sulfur dioxide;0.000913;0.002526
fixed acidity * free sulfur dioxide;0.002853;0.000032
fixed acidity * free sulfur dioxide;0.000000;0.003161
fixed acidity * free sulfur dioxide;0.000000;0.006972
fixed acidity * free sulfur dioxide;0.000000;0.000000
fixed acidity * free sulfur dioxide;0.001769;0.000224
fixed acidity * free sulfur dioxide;0.000000;0.010303
fixed acidity * free sulfur dioxide;0.000000;0.009310
fixed acidity * free sulfur dioxide;0.000000;0.007825
fixed acidity * free sulfur dioxide;0.007311;0.000100
fixed acidity * free sulfur dioxide;0.000010;0.000001
fixed acidity * free sulfur dioxide;0.000238;0.000000
fixed acidity * free sulfur dioxide;0.000000;0.006717
fixed acidity * free sulfur dioxide;0.000000;0.010107
fixed acidity * free sulfur dioxide;0.003225;0.000074
fixed acidity * free sulfur dioxide;0.000000;0.004786
fixed acidity * free sulfur dioxide;0.004119;0.000430
fixed acidity * free sulfur dioxide;0.000026;0.006944
fixed acidity * free sulfur dioxide;0.000001;0.000000
fixed acidity * free sulfur dioxide;0.004966;0.000016
fixed acidity * free sulfur dioxide;0.001609;0.002303
fixed acidity * free sulfur dioxide;0.000112;0.001110
fixed acidity * free sulfur dioxide;0.000000;0.002391
fixed acidity * free sulfur dioxide;0.000477;0.000008
fixed acidity * free sulfur dioxide;0.000216;0.000003
fixed acidity * free sulfur dioxide;0.000010;0.001606
fixed acidity * free sulfur dioxide;0.000000;0.009049
fixed acidity * free sulfur dioxide;0.000041;0.001252
fixed acidity * free sulfur dioxide;0.000037;0.001206
fixed acidity * free sulfur dioxide;0.001145;0.001958
fixed acidity * free sulfur dioxide;0.000061;0.001176
fixed acidity * free sulfur dioxide;0.001160;0.002631
fixed acidity * free sulfur dioxide;0.000000;0.011385
fixed acidity * free sulfur dioxide;0.000000;0.010390
fixed acidity * free sulfur dioxide;0.000605;0.000333
fixed acidity * free sulfur dioxide;0.000000;0.010094
fixed acidity * free sulfur dioxide;0.000010;0.001653
fixed acidity * free sulfur dioxide;0.000008;0.000000
fixed acidity * free sulfur dioxide;0.000008;0.000000
fixed acidity * free sulfur dioxide;0.000034;0.001263
fixed acidity * free sulfur dioxide;0.000000;0.003037
fixed acidity * free sulfur dioxide;0.000001;0.002026
fixed acidity * free sulfur dioxide;0.008547;0.000032
fixed acidity * free sulfur dioxide;0.009916;0.000421
fixed acidity * free sulfur dioxide;0.011518;0.000332
fixed acidity * free sulfur dioxide;0.000000;0.000000
fixed acidity * free sulfur dioxide;0.000030;0.001497
fixed acidity * free sulfur dioxide;0.000000;0.002565
fixed acidity * free sulfur dioxide;0.001237;0.002064
fixed acidity * free sulfur dioxide;0.003368;0.000360
fixed acidity * free sulfur dioxide;0.002924;0.000000
fixed acidity * free sulfur dioxide;0.000003;0.007005
fixed acidity * free sulfur dioxide;0.000000;0.004303
fixed acidity * free sulfur dioxide;0.000011;0.000076
fixed acidity * free sulfur dioxide;0.000000;0.012444
fixed acidity * free sulfur dioxide;0.000000;0.008526
fixed acidity * free sulfur dioxide;0.000917;0.000959
fixed acidity * free sulfur dioxide;0.000385;0.000246
fixed acidity * free sulfur dioxide;0.000000;0.010878
fixed acidity * free sulfur dioxide;0.000014;0.000003
fixed acidity * free sulfur dioxide;0.000661;0.000033
fixed acidity * free sulfur dioxide;0.000882;0.000536
fixed acidity * free sulfur dioxide;0.000083;0.000005
fixed acidity * free sulfur dioxide;0.000025;0.000219
fixed acidity * free sulfur dioxide;0.000010;0.001758
fixed acidity * free sulfur dioxide;0.002774;0.000327
fixed acidity * total sulfur dioxide;0.002519;0.003866
fixed acidity * total sulfur dioxide;0.000008;0.000200
fixed acidity * total sulfur dioxide;0.000000;0.000002
fixed acidity * total sulfur dioxide;0.000000;0.125235
fixed acidity * total sulfur dioxide;0.000000;0.101945
fixed acidity * total sulfur dioxide;0.000395;0.019681
fixed acidity * total sulfur dioxide;0.007073;0.006962
fixed acidity * total sulfur dioxide;0.000001;0.000081
fixed acidity * total sulfur dioxide;0.000070;0.017114
fixed acidity * total sulfur dioxide;0.000000;0.000007
fixed acidity * total sulfur dioxide;0.002983;0.007068
fixed acidity * total sulfur dioxide;0.000000;0.121295
fixed acidity * total sulfur dioxide;0.000017;0.058786
fixed acidity * total sulfur dioxide;0.001263;0.047598
fixed acidity * total sulfur dioxide;0.001246;0.009425
fixed acidity * total sulfur dioxide;0.000097;0.022858
fixed acidity * total sulfur dioxide;0.000029;0.001459
fixed acidity * total sulfur dioxide;0.000702;0.002347
fixed acidity * total sulfur dioxide;0.000500;0.009624
fixed acidity * total sulfur dioxide;0.000014;0.001860
fixed acidity * total sulfur dioxide;0.000005;0.000549
fixed acidity * total sulfur dioxide;0.000270;0.025481
fixed acidity * total sulfur dioxide;0.000018;0.000316
fixed acidity * total sulfur dioxide;0.001544;0.003422
fixed acidity * total sulfur dioxide;0.009774;0.004206
fixed acidity * total sulfur dioxide;0.001414;0.011860
fixed acidity * total sulfur dioxide;0.000002;0.000140
fixed acidity * total sulfur dioxide;0.000025;0.023868
fixed acidity * total sulfur dioxide;0.000026;0.001095
fixed acidity * total sulfur dioxide;0.000000;0.000431
fixed acidity * total sulfur dioxide;0.000017;0.002317
fixed acidity * total sulfur dioxide;0.003548;0.008256
fixed acidity * total sulfur dioxide;0.001640;0.003826
fixed acidity * total sulfur dioxide;0.004409;0.017409
fixed acidity * total sulfur dioxide;0.001160;0.048900
fixed acidity * total sulfur dioxide;0.007436;0.008665
fixed acidity * total sulfur dioxide;0.000007;0.000280
fixed acidity * total sulfur dioxide;0.001475;0.006747
fixed acidity * total sulfur dioxide;0.003294;0.002995
fixed acidity * total sulfur dioxide;0.004189;0.005901
fixed acidity * total sulfur dioxide;0.004607;0.007271
fixed acidity * total sulfur dioxide;0.000105;0.000589
fixed acidity * total sulfur dioxide;0.000000;0.076089
fixed acidity * total sulfur dioxide;0.000000;0.189414
fixed acidity * total sulfur dioxide;0.000000;0.000084
fixed acidity * total sulfur dioxide;0.000327;0.000663
fixed acidity * total sulfur dioxide;0.000039;0.001515
fixed acidity * total sulfur dioxide;0.000000;0.000001
fixed acidity * total sulfur dioxide;0.000001;0.049430
fixed acidity * total sulfur dioxide;0.000175;0.043948
fixed acidity * total sulfur dioxide;0.000001;0.000088
fixed acidity * total sulfur dioxide;0.000345;0.003941
fixed acidity * total sulfur dioxide;0.000001;0.003704
fixed acidity * total sulfur dioxide;0.001523;0.001729
fixed acidity * total sulfur dioxide;0.002502;0.001675
fixed acidity * total sulfur dioxide;0.000031;0.037231
fixed acidity * total sulfur dioxide;0.000000;0.000000
fixed acidity * total sulfur dioxide;0.000000;0.079030
fixed acidity * total sulfur dioxide;0.000000;0.061048
fixed acidity * total sulfur dioxide;0.000000;0.081759
fixed acidity * total sulfur dioxide;0.000000;0.099347
fixed acidity * total sulfur dioxide;0.000029;0.001452
fixed acidity * total sulfur dioxide;0.000077;0.058820
fixed acidity * total sulfur dioxide;0.000198;0.014941
fixed acidity * total sulfur dioxide;0.000003;0.000729
fixed acidity * total sulfur dioxide;0.000005;0.000191
fixed acidity * total sulfur dioxide;0.003145;0.006561
fixed acidity * total sulfur dioxide;0.000000;0.066634
fixed acidity * total sulfur dioxide;0.000000;0.000095
fixed acidity * total sulfur dioxide;0.000002;0.000068
fixed acidity * total sulfur dioxide;0.000412;0.024190
fixed acidity * total sulfur dioxide;0.000135;0.010524
fixed acidity * total sulfur dioxide;0.000299;0.017201
fixed acidity * total sulfur dioxide;0.001595;0.004388
fixed acidity * total sulfur dioxide;0.000000;0.138437
fixed acidity * total sulfur dioxide;0.000014;0.025093
fixed acidity * total sulfur dioxide;0.000000;0.044982
fixed acidity * total sulfur dioxide;0.003034;0.003834
fixed acidity * total sulfur dioxide;0.000680;0.003581
